timestamp,PI_71
2020-04-27 15:30:00,272.0
2020-04-27 16:30:00,272.0
2020-04-27 19:30:00,272.0
2020-04-27 20:30:00,272.0
2020-04-27 21:30:00,272.0
2020-04-27 22:45:00,272.0
2020-04-27 23:45:00,272.0
2020-04-28 00:45:00,272.0
2020-04-28 01:45:00,272.0
2020-04-28 02:30:00,272.0
2020-04-28 03:30:00,272.0
2020-04-28 06:30:00,272.0
2020-04-28 07:11:23,272.0
2020-04-28 07:12:23,271.5
2020-04-28 07:13:23,271.0
2020-04-28 07:14:23,270.5
2020-04-28 07:15:33,270.0
2020-04-28 07:16:33,268.8
2020-04-28 07:17:33,267.6
2020-04-28 07:18:44,266.4
2020-04-28 07:19:44,265.2
2020-04-28 07:20:44,263.8
2020-04-28 07:21:44,262.6
2020-04-28 07:22:54,261.4
2020-04-28 07:23:54,260.2
2020-04-28 07:24:54,259.0
2020-04-28 07:26:04,258.0
2020-04-28 07:27:04,257.0
2020-04-28 07:28:04,256.0
2020-04-28 07:29:14,255.0
2020-04-28 07:30:00,254.22154995409417
2020-04-28 07:30:14,254.0
2020-04-28 07:31:14,253.2
2020-04-28 07:32:14,252.4
2020-04-28 07:33:24,251.6
2020-04-28 07:34:24,251.0
2020-04-28 07:35:24,250.6
2020-04-28 07:36:34,250.0
2020-04-28 07:37:35,249.4
2020-04-28 08:04:06,314.0
2020-04-28 08:05:06,315.5
2020-04-28 08:06:06,317.3333333333333
2020-04-28 08:07:16,318.75
2020-04-28 08:08:16,320.4
2020-04-28 08:09:16,322.6
2020-04-28 08:10:26,323.0
2020-04-28 08:11:26,320.6
2020-04-28 08:12:26,316.8
2020-04-28 08:13:26,311.6
2020-04-28 08:14:36,306.4
2020-04-28 08:15:36,301.8
2020-04-28 08:16:36,298.0
2020-04-28 08:17:46,294.2
2020-04-28 08:18:47,290.6
2020-04-28 08:19:47,286.8
2020-04-28 08:20:57,283.0
2020-04-28 08:21:57,280.2
2020-04-28 08:22:57,277.6
2020-04-28 08:23:57,275.0
2020-04-28 08:25:07,272.6
2020-04-28 08:26:07,270.6
2020-04-28 08:27:07,268.6
2020-04-28 08:28:17,267.2
2020-04-28 08:29:17,266.0
2020-04-28 08:30:00,265.2791855085769
2020-04-28 08:30:17,265.0
2020-04-28 08:31:17,264.0
2020-04-28 08:32:27,263.0
2020-04-28 08:33:27,261.4
2020-04-28 08:34:27,259.0
2020-04-28 08:35:37,255.6
2020-04-28 08:36:37,251.6
2020-04-28 08:37:38,249.2
2020-04-28 08:38:48,246.6
2020-04-28 08:42:48,221.5
2020-04-28 08:43:48,194.0
2020-04-28 08:44:58,190.66666666666666
2020-04-28 08:45:58,188.5
2020-04-28 08:46:58,186.8
2020-04-28 08:48:08,183.2
2020-04-28 08:49:08,181.8
2020-04-28 08:50:08,181.8
2020-04-28 08:51:08,182.6
2020-04-28 08:52:18,184.8
2020-04-28 08:53:18,187.6
2020-04-28 08:54:18,191.4
2020-04-28 08:55:28,197.0
2020-04-28 08:56:29,203.6
2020-04-28 08:57:29,210.8
2020-04-28 08:58:29,218.8
2020-04-28 08:59:39,227.2
2020-04-28 09:00:39,235.2
2020-04-28 09:01:39,243.6
2020-04-28 09:02:49,251.6
2020-04-28 09:03:49,258.4
2020-04-28 09:04:49,264.2
2020-04-28 09:05:59,268.4
2020-04-28 09:06:59,270.8
2020-04-28 09:07:59,272.0
2020-04-28 09:08:59,272.6
2020-04-28 09:10:09,272.6
2020-04-28 09:11:09,272.2
2020-04-28 09:12:09,271.6
2020-04-28 09:13:19,270.8
2020-04-28 09:14:19,269.8
2020-04-28 09:15:19,268.6
2020-04-28 09:16:30,267.6
2020-04-28 09:17:30,267.0
2020-04-28 09:18:30,266.2
2020-04-28 09:19:30,265.6
2020-04-28 09:20:40,265.0
2020-04-28 09:21:40,264.2
2020-04-28 09:22:40,263.0
2020-04-28 09:23:50,262.0
2020-04-28 09:24:50,261.0
2020-04-28 09:25:50,259.8
2020-04-28 09:26:50,258.6
2020-04-28 09:28:00,257.6
2020-04-28 09:29:00,256.8
2020-04-28 09:30:00,256.2
2020-04-28 09:31:10,255.6
2020-04-28 09:32:10,254.8
2020-04-28 09:33:10,253.8
2020-04-28 09:34:11,252.6
2020-04-28 09:35:21,251.2
2020-04-28 09:36:21,249.8
2020-04-28 09:37:21,248.8
2020-04-28 09:38:31,247.8
2020-04-28 09:39:31,246.8
2020-04-28 09:40:31,245.8
2020-04-28 09:41:41,245.0
2020-04-28 09:42:41,244.2
2020-04-28 09:43:41,243.6
2020-04-28 09:44:41,243.0
2020-04-28 09:45:51,242.6
2020-04-28 09:46:51,242.2
2020-04-28 09:47:51,241.8
2020-04-28 09:49:01,241.4
2020-04-28 09:50:01,241.2
2020-04-28 09:51:01,240.8
2020-04-28 09:52:01,240.6
2020-04-28 10:06:22,282.0
2020-04-28 10:07:22,281.5
2020-04-28 10:10:12,278.3333333333333
2020-04-28 10:11:53,272.6666666666667
2020-04-28 10:13:03,262.3333333333333
2020-04-28 10:14:03,258.0
2020-04-28 10:15:03,254.0
2020-04-28 10:16:13,245.4
2020-04-28 10:17:13,236.4
2020-04-28 10:18:13,229.2
2020-04-28 10:19:13,222.0
2020-04-28 10:20:23,215.2
2020-04-28 10:21:23,210.4
2020-04-28 10:22:23,206.8
2020-04-28 10:23:33,203.8
2020-04-28 10:24:33,201.4
2020-04-28 10:25:33,198.8
2020-04-28 10:26:43,193.4
2020-04-28 10:27:43,188.0
2020-04-28 10:28:43,182.8
2020-04-28 10:29:43,177.8
2020-04-28 10:30:53,174.0
2020-04-28 10:31:54,172.8
2020-04-28 10:32:54,172.2
2020-04-28 10:34:04,172.2
2020-04-28 10:35:04,172.8
2020-04-28 10:36:04,173.8
2020-04-28 10:37:04,175.0
2020-04-28 10:38:14,176.6
2020-04-28 10:39:14,178.4
2020-04-28 10:40:14,180.2
2020-04-28 10:41:24,182.0
2020-04-28 10:42:24,184.2
2020-04-28 10:43:24,186.6
2020-04-28 10:44:24,189.2
2020-04-28 10:45:34,192.2
2020-04-28 10:46:34,195.4
2020-04-28 10:47:34,198.6
2020-04-28 10:48:44,202.0
2020-04-28 10:49:45,205.6
2020-04-28 10:50:45,208.8
2020-04-28 10:51:55,211.6
2020-04-28 10:52:55,214.0
2020-04-28 10:53:55,215.8
2020-04-28 10:54:55,216.8
2020-04-28 10:56:05,217.8
2020-04-28 10:57:05,219.0
2020-04-28 10:58:05,220.4
2020-04-28 10:59:15,222.2
2020-04-28 11:00:15,224.6
2020-04-28 11:01:15,227.2
2020-04-28 11:02:15,230.0
2020-04-28 11:03:25,233.2
2020-04-28 11:04:25,236.4
2020-04-28 11:05:25,239.6
2020-04-28 11:06:35,242.6
2020-04-28 11:07:35,245.4
2020-04-28 11:08:36,247.8
2020-04-28 11:09:36,249.8
2020-04-28 11:10:46,251.4
2020-04-28 11:11:46,252.8
2020-04-28 11:12:46,253.6
2020-04-28 11:13:56,254.2
2020-04-28 11:14:56,254.4
2020-04-28 11:15:56,254.4
2020-04-28 11:17:06,253.6
2020-04-28 11:18:06,252.6
2020-04-28 11:19:06,250.8
2020-04-28 11:20:06,248.8
2020-04-28 11:21:16,247.6
2020-04-28 11:22:16,247.4
2020-04-28 11:23:16,247.2
2020-04-28 11:24:16,247.0
2020-04-28 11:25:26,246.6
2020-04-28 11:26:27,245.0
2020-04-28 11:27:27,242.4
2020-04-28 11:28:37,239.8
2020-04-28 11:29:37,237.2
2020-04-28 11:30:37,235.0
2020-04-28 11:31:47,232.8
2020-04-28 11:32:47,230.8
2020-04-28 11:33:47,229.0
2020-04-28 11:34:47,227.6
2020-04-28 11:35:57,226.2
2020-04-28 11:36:57,225.0
2020-04-28 11:37:57,224.0
2020-04-28 11:39:07,223.0
2020-04-28 11:40:07,222.0
2020-04-28 11:41:07,221.2
2020-04-28 11:42:07,220.4
2020-04-28 11:43:17,219.6
2020-04-28 11:44:17,219.0
2020-04-28 11:45:18,218.4
2020-04-28 11:46:28,217.8
2020-04-28 11:47:28,217.2
2020-04-28 11:48:28,216.8
2020-04-28 11:49:38,216.4
2020-04-28 11:50:38,216.2
2020-04-28 11:51:38,216.0
2020-04-28 11:52:38,216.0
2020-04-28 11:53:48,216.0
2020-04-28 11:54:48,216.0
2020-04-28 11:55:48,216.0
2020-04-28 11:56:58,216.0
2020-04-28 11:57:58,216.2
2020-04-28 11:58:58,216.8
2020-04-28 12:00:08,217.6
2020-04-28 12:01:08,219.8
2020-04-28 12:02:08,223.0
2020-04-28 12:03:09,227.2
2020-04-28 12:04:19,232.0
2020-04-28 12:05:19,237.8
2020-04-28 12:06:19,243.2
2020-04-28 12:07:29,248.6
2020-04-28 12:08:29,253.4
2020-04-28 12:09:29,257.8
2020-04-28 12:10:29,261.4
2020-04-28 12:11:39,263.8
2020-04-28 12:12:39,264.8
2020-04-28 12:13:39,264.8
2020-04-28 12:14:49,263.2
2020-04-28 12:15:49,259.0
2020-04-28 12:16:49,251.2
2020-04-28 12:17:49,239.8
2020-04-28 12:18:59,224.8
2020-04-28 12:19:59,208.0
2020-04-28 12:20:59,191.0
2020-04-28 12:22:09,175.2
2020-04-28 12:23:10,161.6
2020-04-28 12:24:10,150.2
2020-04-28 12:25:20,140.2
2020-04-28 12:26:20,131.2
2020-04-28 12:27:20,124.0
2020-04-28 12:28:20,119.2
2020-04-28 12:29:30,115.8
2020-04-28 12:30:30,112.6
2020-04-28 12:31:30,110.4
2020-04-28 12:32:40,108.4
2020-04-28 12:33:40,105.6
2020-04-28 12:34:40,102.8
2020-04-28 12:35:40,100.8
2020-04-28 12:36:50,98.8
2020-04-28 12:37:50,97.0
2020-04-28 12:38:50,95.0
2020-04-28 12:40:00,93.2
2020-04-28 12:41:01,91.6
2020-04-28 12:42:01,90.4
2020-04-28 12:43:01,89.6
2020-04-28 12:44:11,89.2
2020-04-28 12:45:11,89.0
2020-04-28 12:46:11,89.0
2020-04-28 12:47:21,88.8
2020-04-28 12:48:21,88.6
2020-04-28 12:49:21,88.4
2020-04-28 12:50:31,88.0
2020-04-28 12:51:31,87.6
2020-04-28 12:53:31,87.25
2020-04-28 12:54:31,86.25
2020-04-28 12:55:41,84.75
2020-04-28 12:56:41,83.0
2020-04-28 12:57:41,82.4
2020-04-28 12:58:52,81.0
2020-04-28 12:59:52,80.6
2020-04-28 13:00:52,81.6
2020-04-28 13:02:02,83.2
2020-04-28 13:03:02,85.0
